X,Y,Z,X_size,Y_size,Z_size,Density,Rock_code,Ore_per,Au_grade,Block_ton,Au_mass
2517520,5822220,6120,40,40,40,0.0745,50,100,0.0139,4768,46.39264
2517520,5822220,6160,40,40,40,0.0769,51,100,0.0063,4921.6,21.704256
2517520,5822220,6200,40,40,40,0.0769,51,0,0.0044,4921.6,0
2517520,5822220,6240,40,40,40,0.0745,50,0,0.0112,4768,0
2517560,5822100,6120,40,40,40,0.0745,50,78.09,0.0438,4768,114.157335
2517560,5822100,6160,40,40,40,0.0745,50,0,0.0238,4768,0
2517560,5822100,6200,40,40,40,0.0745,50,0,0.0029,4768,0
2517560,5822100,6240,40,40,40,0.0745,50,0,0.0047,4768,0
2517560,5822140,6120,40,40,40,0.0745,50,86.07,0.0238,4768,68.369601
2517560,5822140,6160,40,40,40,0.0745,50,0,0.0041,4768,0
2517560,5822140,6200,40,40,40,0.0745,50,0,0.0073,4768,0
2517560,5822140,6240,40,40,40,0.0745,50,0,0.0084,4768,0
2517560,5822180,6120,40,40,40,0.0745,50,91.89,0.0183,4768,56.124648
2517560,5822180,6160,40,40,40,0.0769,51,0,0.0053,4921.6,0
2517560,5822180,6200,40,40,40,0.0745,51,0,0.0064,4768,0
2517560,5822180,6240,40,40,40,0.0745,50,0,0.0249,4768,0
2517560,5822220,6120,40,40,40,0.0745,50,97.98,0.0156,4768,51.014815
2517560,5822220,6160,40,40,40,0.0769,51,76.58,0.0061,4921.6,16.093465
2517560,5822220,6200,40,40,40,0.0745,51,0,0.0068,4768,0
2517560,5822220,6240,40,40,40,0.0745,51,0,0.0197,4768,0
2517600,5822100,6120,40,40,40,0.0745,50,0,0.0455,4768,0
2517600,5822100,6160,40,40,40,0.0745,50,0,0.0367,4768,0
2517600,5822100,6200,40,40,40,0.0745,51,0,0.0035,4768,0
2517600,5822100,6240,40,40,40,0.0745,51,0,0.0034,4768,0
2517600,5822140,6120,40,40,40,0.0745,50,0,0.0495,4768,0
2517600,5822140,6160,40,40,40,0.0745,50,0,0.0345,4768,0
2517600,5822140,6200,40,40,40,0.0745,51,0,0.0338,4768,0
2517600,5822140,6240,40,40,40,0.0745,51,0,0.0095,4768,0
2517600,5822180,6120,40,40,40,0.0745,50,0,0.0186,4768,0
2517600,5822180,6160,40,40,40,0.0745,51,0,0.0016,4768,0
2517600,5822180,6200,40,40,40,0.0745,51,0,0.0051,4768,0
2517600,5822180,6240,40,40,40,0.0745,51,0,0.0147,4768,0
2517600,5822220,6120,40,40,40,0.0745,50,0,0.0074,4768,0
2517600,5822220,6160,40,40,40,0.0745,51,0,0.002,4768,0
2517600,5822220,6200,40,40,40,0.0745,51,0,0.0224,4768,0
2517600,5822220,6240,40,40,40,0.0745,51,0,0.0068,4768,0
2517480,5822100,6280,40,40,40,0.0745,50,0,0.0112,4768,0
2517480,5822100,6320,40,40,40,0.0745,51,0,0.0005,4768,0
2517480,5822100,6360,40,40,40,0.0745,51,0,0.0003,4768,0
2517480,5822100,6400,40,40,40,0.0745,51,0,0.0006,4768,0
2517480,5822140,6280,40,40,40,0.0745,50,0,0.0038,4768,0
2517480,5822140,6320,40,40,40,0.0745,51,0,0.0114,4768,0
2517480,5822140,6360,40,40,40,0.0745,51,0,0.0013,4768,0
2517480,5822140,6400,40,40,40,0.0745,51,0,0.0001,4768,0
2517480,5822180,6280,40,40,40,0.0745,50,0,0.013,4768,0
2517480,5822180,6320,40,40,40,0.0745,51,0,0.0171,4768,0
2517480,5822180,6360,40,40,40,0.0745,51,0,0.0122,4768,0
2517480,5822180,6400,40,40,40,0.0745,51,0,0.0002,4768,0
2517480,5822220,6280,40,40,40,0.0745,50,94.45,0.0177,4768,55.796829
2517480,5822220,6320,40,40,40,0.0745,51,0,0.0171,4768,0
2517480,5822220,6360,40,40,40,0.0745,51,0,0.0112,4768,0
2517480,5822220,6400,40,40,40,0.0745,51,0,0.0065,4768,0
2517520,5822100,6280,40,40,40,0.0745,51,0,0.0057,4768,0
2517520,5822100,6320,40,40,40,0.0745,51,0,0.0001,4768,0
2517520,5822100,6360,40,40,40,0.0745,51,0,0.0032,4768,0
2517520,5822100,6400,40,40,40,0.0745,51,0,0.0012,4768,0
2517520,5822140,6280,40,40,40,0.0745,51,0,0.0072,4768,0
2517520,5822140,6320,40,40,40,0.0745,51,0,0.0087,4768,0
2517520,5822140,6360,40,40,40,0.0745,51,0,0.0003,4768,0
2517520,5822140,6400,40,40,40,0.0745,51,0,0.0003,4768,0
2517520,5822180,6280,40,40,40,0.0745,51,0,0.0132,4768,0
2517520,5822180,6320,40,40,40,0.0745,51,0,0.0165,4768,0
2517520,5822180,6360,40,40,40,0.0745,51,0,0.0009,4768,0
2517520,5822180,6400,40,40,40,0.0745,51,0,0.0002,4768,0
2517520,5822220,6280,40,40,40,0.0745,51,0,0.0142,4768,0
2517520,5822220,6320,40,40,40,0.0745,51,0,0.0165,4768,0
2517520,5822220,6360,40,40,40,0.0745,51,0,0.0014,4768,0
2517520,5822220,6400,40,40,40,0.0745,51,0,0.0002,4768,0
2517560,5822100,6280,40,40,40,0.0745,51,0,0.0069,4768,0
2517560,5822100,6320,40,40,40,0.0745,51,0,0.0104,4768,0
2517560,5822100,6360,40,40,40,0.0745,51,0,0.0096,4768,0
2517560,5822100,6400,40,40,40,0.0745,51,0,0.0078,4768,0
2517560,5822140,6280,40,40,40,0.0745,51,0,0.0103,4768,0
2517560,5822140,6320,40,40,40,0.0745,51,0,0.0222,4768,0
2517560,5822140,6360,40,40,40,0.0745,51,0,0.0023,4768,0
2517560,5822140,6400,40,40,40,0.0745,51,0,0.0031,4768,0
2517560,5822180,6280,40,40,40,0.0745,51,0,0.0266,4768,0
2517560,5822180,6320,40,40,40,0.0745,51,0,0.0245,4768,0
2517560,5822180,6360,40,40,40,0.0745,51,0,0.0067,4768,0
2517560,5822180,6400,40,40,40,0.0745,51,0,0.0009,4768,0
2517560,5822220,6280,40,40,40,0.0745,51,0,0.0238,4768,0
2517560,5822220,6320,40,40,40,0.0745,51,0,0.0168,4768,0
2517560,5822220,6360,40,40,40,0.0745,51,0,0.0065,4768,0
2517560,5822220,6400,40,40,40,0.0745,51,0,0.0002,4768,0
2517600,5822100,6280,40,40,40,0.0745,51,0,0.0072,4768,0
2517600,5822100,6320,40,40,40,0.0745,51,0,0.0109,4768,0
2517600,5822100,6360,40,40,40,0.0745,51,0,0.0103,4768,0
2517600,5822100,6400,40,40,40,0.0745,51,0,0.0101,4768,0
2517600,5822140,6280,40,40,40,0.0745,51,0,0.0199,4768,0
2517600,5822140,6320,40,40,40,0.0745,51,0,0.0197,4768,0
2517600,5822140,6360,40,40,40,0.0745,51,0,0.0083,4768,0
2517600,5822140,6400,40,40,40,0.0745,51,0,0.0072,4768,0
2517600,5822180,6280,40,40,40,0.0745,51,0,0.0091,4768,0
2517600,5822180,6320,40,40,40,0.0745,51,0,0.0135,4768,0
2517600,5822180,6360,40,40,40,0.0745,51,0,0.0073,4768,0
2517600,5822180,6400,40,40,40,0.0745,51,0,0.0009,4768,0
2517600,5822220,6280,40,40,40,0.0745,51,0,0.0199,4768,0
2517600,5822220,6320,40,40,40,0.0745,51,0,0.0228,4768,0
2517600,5822220,6360,40,40,40,0.0745,51,0,0.0033,4768,0
2517600,5822220,6400,40,40,40,0.0745,51,0,0.0002,4768,0
2517480,5822100,6440,40,40,40,0.0745,51,0,0.0002,4768,0
2517480,5822100,6480,40,40,40,0.0745,51,0,0.0001,4768,0
2517480,5822100,6520,40,40,40,0.0745,51,0,0.0001,4768,0
2517480,5822140,6440,40,40,40,0.0745,51,0,0.0001,4768,0
2517480,5822140,6480,40,40,40,0.0745,51,0,0.0004,4768,0
2517480,5822140,6520,40,40,40,0.0745,51,0,0.0001,4768,0
2517480,5822180,6440,40,40,40,0.0745,51,0,0.0007,4768,0
2517480,5822180,6480,40,40,40,0.0745,51,0,0.0007,4768,0
2517480,5822180,6520,40,40,40,0.0745,51,0,0.0001,4768,0
2517480,5822220,6440,40,40,40,0.0745,51,0,0.0008,4768,0
2517480,5822220,6480,40,40,40,0.0745,51,0,0.0007,4768,0
2517480,5822220,6520,40,40,40,0.0745,51,0,0.0001,4768,0
2517520,5822100,6440,40,40,40,0.0745,51,0,0.0014,4768,0
2517520,5822100,6480,40,40,40,0.0745,51,0,0.0001,4768,0
2517520,5822100,6520,40,40,40,0.0745,51,0,0.0001,4768,0
2517520,5822140,6440,40,40,40,0.0745,51,0,0.0001,4768,0
2517520,5822140,6480,40,40,40,0.0745,51,0,0.0005,4768,0
2517520,5822140,6520,40,40,40,0.0745,51,0,0.0001,4768,0
2517520,5822180,6440,40,40,40,0.0745,51,0,0.0022,4768,0
2517520,5822180,6480,40,40,40,0.0745,51,0,0.0011,4768,0
2517520,5822180,6520,40,40,40,0.0745,51,0,0.0006,4768,0
2517520,5822220,6440,40,40,40,0.0745,51,0,0.002,4768,0
2517520,5822220,6480,40,40,40,0.0745,51,0,0.0014,4768,0
2517520,5822220,6520,40,40,40,0.0745,51,0,0.0005,4768,0
2517560,5822100,6440,40,40,40,0.0745,51,0,0.0046,4768,0
2517560,5822100,6480,40,40,40,0.0745,51,0,0.0054,4768,0
2517560,5822100,6520,40,40,40,0.0745,51,0,0.0067,4768,0
2517560,5822100,6560,40,40,40,0.0745,51,0,0.0027,12.3968,0
2517560,5822140,6440,40,40,40,0.0745,51,0,0.0023,4768,0
2517560,5822140,6480,40,40,40,0.0745,51,0,0.005,4768,0
2517560,5822140,6520,40,40,40,0.0745,51,0,0.0029,4768,0
2517560,5822180,6440,40,40,40,0.0745,51,0,0.0035,4768,0
2517560,5822180,6480,40,40,40,0.0745,51,0,0.002,4768,0
2517560,5822180,6520,40,40,40,0.0745,51,0,0.001,4768,0
2517560,5822220,6440,40,40,40,0.0745,51,0,0.0026,4768,0
2517560,5822220,6480,40,40,40,0.0745,51,0,0.0016,4768,0
2517560,5822220,6520,40,40,40,0.0745,51,0,0.0007,4768,0
2517600,5822100,6440,40,40,40,0.0745,51,0,0.0074,4768,0
2517600,5822100,6480,40,40,40,0.0745,51,0,0.0097,4768,0
2517600,5822100,6520,40,40,40,0.0745,51,0,0.0106,4768,0
2517600,5822100,6560,40,40,40,0.0745,51,0,0.0047,421.968,0
2517600,5822140,6440,40,40,40,0.0745,51,0,0.0052,4768,0
2517600,5822140,6480,40,40,40,0.0745,51,0,0.0065,4768,0
2517600,5822140,6520,40,40,40,0.0745,51,0,0.0065,4768,0
2517600,5822140,6560,40,40,40,0.0745,51,0,0.0026,147.808,0
2517600,5822180,6440,40,40,40,0.0745,51,0,0.0047,4768,0
2517600,5822180,6480,40,40,40,0.0745,51,0,0.0026,4768,0
2517600,5822180,6520,40,40,40,0.0745,51,0,0.0014,4768,0
2517600,5822180,6560,40,40,40,0.0745,51,0,0.0001,168.3104,0
2517600,5822220,6440,40,40,40,0.0745,51,0,0.0036,4768,0
2517600,5822220,6480,40,40,40,0.0745,51,0,0.0019,4768,0
2517600,5822220,6520,40,40,40,0.0745,51,0,0.0011,4768,0
2517600,5822220,6560,40,40,40,0.0745,51,0,0.0001,113.0016,0
2517480,5822260,6080,40,40,40,0.0745,50,100,0.0266,4768,88.78016
2517480,5822300,6080,40,40,40,0.0769,44,100,0.0196,4921.6,67.524352
2517480,5822340,6080,40,40,40,0.0769,44,100,0.0054,4921.6,18.603648
2517480,5822380,6080,40,40,40,0.0769,44,100,0.0141,4921.6,48.576192
2517520,5822260,6040,40,40,40,0.0769,44,100,0.0103,4921.6,35.484736
2517520,5822260,6080,40,40,40,0.0769,44,100,0.0227,4921.6,78.204224
2517520,5822300,6040,40,40,40,0.0769,44,100,0.0085,4921.6,29.28352
2517520,5822300,6080,40,40,40,0.0769,44,100,0.0081,4921.6,27.905472
2517520,5822340,6080,40,40,40,0.0745,50,100,0.0288,4768,96.12288
2517520,5822380,6080,40,40,40,0.0745,50,100,0.0256,4768,85.44256
2517560,5822260,6000,40,40,40,0.0769,44,100,0.0072,4921.6,24.804864
2517560,5822260,6040,40,40,40,0.0769,44,100,0.009,4921.6,31.00608
2517560,5822260,6080,40,40,40,0.0745,50,100,0.0232,4768,77.43232
2517560,5822300,6040,40,40,40,0.0769,44,100,0.0083,4921.6,28.594496
2517560,5822300,6080,40,40,40,0.0745,50,100,0.0199,4768,66.41824
2517560,5822340,6040,40,40,40,0.0745,50,100,0.0098,4768,32.70848
2517560,5822340,6080,40,40,40,0.0745,50,100,0.0204,4768,68.08704
2517560,5822380,6080,40,40,40,0.0745,50,100,0.0272,4768,90.78272
2517600,5822260,6040,40,40,40,0.0745,50,100,0.0151,4768,50.39776
2517600,5822260,6080,40,40,40,0.0745,50,100,0.0326,4768,108.80576
2517600,5822300,6040,40,40,40,0.0745,50,100,0.0083,4768,27.70208
2517600,5822300,6080,40,40,40,0.0745,50,100,0.0199,4768,66.41824
2517600,5822340,6040,40,40,40,0.0745,50,100,0.0076,4768,25.36576
2517600,5822340,6080,40,40,40,0.0745,50,100,0.0145,4768,48.3952
2517600,5822380,6040,40,40,40,0.0745,50,100,0.0058,4768,19.35808
2517600,5822380,6080,40,40,40,0.0745,50,100,0.0198,4768,66.08448
2517480,5822260,6120,40,40,40,0.0745,50,100,0.0319,4768,106.46944
2517480,5822260,6160,40,40,40,0.0769,51,100,0.0182,4921.6,62.701184
2517480,5822260,6200,40,40,40,0.0769,51,0,0.004,4921.6,0
2517480,5822260,6240,40,40,40,0.0745,50,93.11,0.0171,4768,53.140633
2517480,5822300,6120,40,40,40,0.0745,50,100,0.0467,4768,155.86592
2517480,5822300,6160,40,40,40,0.0769,51,100,0.0566,4921.6,194.993792
2517480,5822300,6200,40,40,40,0.0769,51,0,0.0682,4921.6,0
2517480,5822300,6240,40,40,40,0.0745,50,100,0.0405,4768,135.1728
2517480,5822340,6120,40,40,40,0.0745,50,100,0.0551,4768,183.90176
2517480,5822340,6160,40,40,40,0.0745,50,99.99,0.0524,4768,174.872751
2517480,5822340,6200,40,40,40,0.0745,50,0,0.0432,4768,0
2517480,5822340,6240,40,40,40,0.0745,50,100,0.0404,4768,134.83904
2517480,5822380,6120,40,40,40,0.0745,50,100,0.0415,4768,138.5104
2517480,5822380,6160,40,40,40,0.0745,50,100,0.0464,4768,154.86464
2517480,5822380,6200,40,40,40,0.0745,50,77.46,0.0621,4768,0
2517480,5822380,6240,40,40,40,0.0745,50,100,0.0365,4768,121.8224
2517520,5822260,6120,40,40,40,0.0745,50,100,0.0128,4768,42.72128
2517520,5822260,6160,40,40,40,0.0769,51,100,0.0069,4921.6,23.771328
2517520,5822260,6200,40,40,40,0.0769,51,0,0.0045,4921.6,0
2517520,5822260,6240,40,40,40,0.0745,50,99.78,0.0364,4768,121.221365
2517520,5822300,6120,40,40,40,0.0745,50,100,0.0322,4768,107.47072
2517520,5822300,6160,40,40,40,0.0769,51,98.67,0.0269,4921.6,91.441167
2517520,5822300,6200,40,40,40,0.0769,51,80.01,0.0206,4921.6,56.782675
2517520,5822300,6240,40,40,40,0.0745,50,100,0.0283,4768,94.45408
2517520,5822340,6120,40,40,40,0.0745,50,100,0.0494,4768,164.87744
2517520,5822340,6160,40,40,40,0.0745,50,96.89,0.0448,4768,144.874269
2517520,5822340,6200,40,40,40,0.0769,51,0,0.0326,4921.6,0
2517520,5822340,6240,40,40,40,0.0745,50,100,0.0307,4768,102.46432
2517520,5822380,6120,40,40,40,0.0745,50,100,0.0527,4768,175.89152
2517520,5822380,6160,40,40,40,0.0745,50,100,0.0452,4768,150.85952
2517520,5822380,6200,40,40,40,0.0745,50,0,0.0601,4768,0
2517520,5822380,6240,40,40,40,0.0745,50,100,0.0582,4768,194.24832
2517560,5822260,6120,40,40,40,0.0745,50,99.99,0.0141,4768,47.055454
2517560,5822260,6160,40,40,40,0.0769,51,93.18,0.0051,4921.6,16.37183
2517560,5822260,6200,40,40,40,0.0769,51,0,0.0015,4921.6,0
2517560,5822260,6240,40,40,40,0.0745,51,0,0.005,4768,0
2517560,5822300,6120,40,40,40,0.0745,50,100,0.0242,4768,80.76992
2517560,5822300,6160,40,40,40,0.0769,51,99.32,0.0228,4921.6,78.014605
2517560,5822300,6200,40,40,40,0.0769,51,87.47,0.0229,4921.6,69.007924
2517560,5822300,6240,40,40,40,0.0769,51,0,0.0241,4921.6,0
2517560,5822340,6120,40,40,40,0.0745,50,100,0.0393,4768,131.16768
2517560,5822340,6160,40,40,40,0.0769,51,77.73,0.0179,4921.6,47.934263
2517560,5822340,6200,40,40,40,0.0769,51,79.68,0.0253,4921.6,69.450312
2517560,5822340,6240,40,40,40,0.0769,51,90.47,0.0358,4921.6,111.581442
2517560,5822380,6120,40,40,40,0.0745,50,100,0.0465,4768,155.1984
2517560,5822380,6160,40,40,40,0.0745,50,87.09,0.039,4768,113.361918
2517560,5822380,6200,40,40,40,0.0769,51,0,0.0477,4921.6,0
2517560,5822380,6240,40,40,40,0.0769,51,99.95,0.0597,4921.6,205.570827
2517600,5822260,6120,40,40,40,0.0745,50,0,0.0093,4768,0
2517600,5822260,6160,40,40,40,0.0745,51,0,0.0019,4768,0
2517600,5822260,6200,40,40,40,0.0745,51,0,0.0114,4768,0
2517600,5822260,6240,40,40,40,0.0745,51,0,0.0086,4768,0
2517600,5822300,6120,40,40,40,0.0745,50,0,0.0189,4768,0
2517600,5822300,6160,40,40,40,0.0745,51,0,0.0031,4768,0
2517600,5822300,6200,40,40,40,0.0745,51,0,0.0005,4768,0
2517600,5822300,6240,40,40,40,0.0745,51,0,0.0014,4768,0
2517600,5822340,6120,40,40,40,0.0745,50,99.99,0.0307,4768,102.454074
2517600,5822340,6160,40,40,40,0.0769,51,70.25,0.0186,4921.6,45.01566
2517600,5822340,6200,40,40,40,0.0745,51,0,0.0027,4768,0
2517600,5822340,6240,40,40,40,0.0745,51,0,0.0013,4768,0
2517600,5822380,6120,40,40,40,0.0745,50,100,0.045,4768,150.192
2517600,5822380,6160,40,40,40,0.0769,51,0,0.0234,4921.6,0
2517600,5822380,6200,40,40,40,0.0769,51,78.95,0.039,4921.6,106.076967
2517600,5822380,6240,40,40,40,0.0769,51,0,0.0198,4921.6,0
2517480,5822260,6280,40,40,40,0.0745,50,100,0.0214,4768,71.42464
2517480,5822260,6320,40,40,40,0.0745,51,0,0.026,4768,0
2517480,5822260,6360,40,40,40,0.0745,51,0,0.0139,4768,0
2517480,5822260,6400,40,40,40,0.0745,51,0,0.0139,4768,0
2517480,5822300,6280,40,40,40,0.0769,51,100,0.0413,4921.6,142.283456
2517480,5822300,6320,40,40,40,0.0769,51,0,0.0288,4921.6,0
2517480,5822300,6360,40,40,40,0.0745,51,0,0.017,4768,0
2517480,5822300,6400,40,40,40,0.0745,51,0,0.0096,4768,0
2517480,5822340,6280,40,40,40,0.0745,50,100,0.0315,4768,105.1344
2517480,5822340,6320,40,40,40,0.0745,51,0,0.0374,4768,0
2517480,5822340,6360,40,40,40,0.0745,51,0,0.0232,4768,0
2517480,5822340,6400,40,40,40,0.0745,51,0,0.0086,4768,0
2517480,5822380,6280,40,40,40,0.0745,50,98.68,0.0445,4768,146.562694
2517480,5822380,6320,40,40,40,0.0745,51,0,0.0306,4768,0
2517480,5822380,6360,40,40,40,0.0745,51,0,0.019,4768,0
2517480,5822380,6400,40,40,40,0.0745,51,0,0.0064,4768,0
2517520,5822260,6280,40,40,40,0.0769,51,85.43,0.0268,4921.6,78.876849
2517520,5822260,6320,40,40,40,0.0745,51,0,0.0231,4768,0
2517520,5822260,6360,40,40,40,0.0745,51,0,0.0227,4768,0
2517520,5822260,6400,40,40,40,0.0745,51,0,0.0003,4768,0
2517520,5822300,6280,40,40,40,0.0769,51,100,0.0254,4921.6,87.506048
2517520,5822300,6320,40,40,40,0.0769,51,0,0.0153,4921.6,0
2517520,5822300,6360,40,40,40,0.0745,51,0,0.0341,4768,0
2517520,5822300,6400,40,40,40,0.0745,51,0,0.009,4768,0
2517520,5822340,6280,40,40,40,0.0769,51,100,0.0465,4921.6,160.19808
2517520,5822340,6320,40,40,40,0.0745,51,0,0.0393,4768,0
2517520,5822340,6360,40,40,40,0.0745,51,0,0.0244,4768,0
2517520,5822340,6400,40,40,40,0.0745,51,0,0.0134,4768,0
2517520,5822380,6280,40,40,40,0.0769,51,99.27,0.0638,4921.6,218.194126
2517520,5822380,6320,40,40,40,0.0745,51,0,0.0498,4768,0
2517520,5822380,6360,40,40,40,0.0745,51,0,0.0142,4768,0
2517520,5822380,6400,40,40,40,0.0745,51,0,0.0106,4768,0
2517560,5822260,6280,40,40,40,0.0745,51,0,0.0149,4768,0
2517560,5822260,6320,40,40,40,0.0745,51,0,0.0207,4768,0
2517560,5822260,6360,40,40,40,0.0745,51,0,0.0096,4768,0
2517560,5822260,6400,40,40,40,0.0745,51,0,0.0007,4768,0
2517560,5822300,6280,40,40,40,0.0745,51,0,0.0096,4768,0
2517560,5822300,6320,40,40,40,0.0745,51,0,0.0153,4768,0
2517560,5822300,6360,40,40,40,0.0745,51,0,0.0183,4768,0
2517560,5822300,6400,40,40,40,0.0745,51,0,0.0069,4768,0
2517560,5822340,6280,40,40,40,0.0769,51,0,0.0287,4921.6,0
2517560,5822340,6320,40,40,40,0.0745,51,0,0.0327,4768,0
2517560,5822340,6360,40,40,40,0.0745,51,0,0.0293,4768,0
2517560,5822340,6400,40,40,40,0.0745,51,0,0.0098,4768,0
2517560,5822380,6280,40,40,40,0.0769,51,93.28,0.0565,4921.6,181.568848
2517560,5822380,6320,40,40,40,0.0745,51,0,0.048,4768,0
2517560,5822380,6360,40,40,40,0.0745,51,0,0.0267,4768,0
2517560,5822380,6400,40,40,40,0.0745,51,0,0.0164,4768,0
2517600,5822260,6280,40,40,40,0.0745,51,0,0.0174,4768,0
2517600,5822260,6320,40,40,40,0.0745,51,0,0.0281,4768,0
2517600,5822260,6360,40,40,40,0.0745,51,0,0.003,4768,0
2517600,5822260,6400,40,40,40,0.0745,51,0,0.0005,4768,0
2517600,5822300,6280,40,40,40,0.0745,51,0,0.0008,4768,0
2517600,5822300,6320,40,40,40,0.0745,51,0,0.0193,4768,0
2517600,5822300,6360,40,40,40,0.0745,51,0,0.0097,4768,0
2517600,5822300,6400,40,40,40,0.0745,51,0,0.001,4768,0
2517600,5822340,6280,40,40,40,0.0745,51,0,0.0068,4768,0
2517600,5822340,6320,40,40,40,0.0745,51,0,0.0143,4768,0
2517600,5822340,6360,40,40,40,0.0745,51,0,0.0206,4768,0
2517600,5822340,6400,40,40,40,0.0745,51,0,0.008,4768,0
2517600,5822380,6280,40,40,40,0.0745,51,0,0.0239,4768,0
2517600,5822380,6320,40,40,40,0.0745,51,0,0.028,4768,0
2517600,5822380,6360,40,40,40,0.0745,51,0,0.0099,4768,0
2517600,5822380,6400,40,40,40,0.0745,51,0,0.0107,4768,0
2517480,5822260,6440,40,40,40,0.0745,51,0,0.0006,4768,0
2517480,5822260,6480,40,40,40,0.0745,51,0,0.0006,4768,0
2517480,5822260,6520,40,40,40,0.0745,51,0,0.0002,4768,0
2517480,5822300,6440,40,40,40,0.0745,51,0,0.0046,4768,0
2517480,5822300,6480,40,40,40,0.0745,51,0,0.0003,4768,0
2517480,5822300,6520,40,40,40,0.0745,51,0,0.0003,4768,0
2517480,5822340,6440,40,40,40,0.0745,51,0,0.0032,4768,0
2517480,5822340,6480,40,40,40,0.0745,51,0,0.0002,4768,0
2517480,5822340,6520,40,40,40,0.0745,51,0,0.0003,4768,0
2517480,5822340,6560,40,40,40,0.0745,51,0,0.0001,22.4096,0
2517480,5822380,6440,40,40,40,0.0745,51,0,0.0003,4768,0
2517480,5822380,6480,40,40,40,0.0745,51,0,0.0005,4768,0
2517480,5822380,6520,40,40,40,0.0745,51,0,0.0007,4768,0
2517480,5822380,6560,40,40,40,0.0745,51,0,0.0001,119.6768,0
2517520,5822260,6440,40,40,40,0.0745,51,0,0.0007,4768,0
2517520,5822260,6480,40,40,40,0.0745,51,0,0.0006,4768,0
2517520,5822260,6520,40,40,40,0.0745,51,0,0.0002,4768,0
2517520,5822300,6440,40,40,40,0.0745,51,0,0.0001,4768,0
2517520,5822300,6480,40,40,40,0.0745,51,0,0.0003,4768,0
2517520,5822300,6520,40,40,40,0.0745,51,0,0.0002,4768,0
2517520,5822340,6440,40,40,40,0.0745,51,0,0.0002,4768,0
2517520,5822340,6480,40,40,40,0.0745,51,0,0.0002,4768,0
2517520,5822340,6520,40,40,40,0.0745,51,0,0.0006,4768,0
2517520,5822340,6560,40,40,40,0.0745,51,0,0.0001,32.4224,0
2517520,5822380,6440,40,40,40,0.0745,51,0,0.0002,4768,0
2517520,5822380,6480,40,40,40,0.0745,51,0,0.0002,4768,0
2517520,5822380,6520,40,40,40,0.0745,51,0,0.0002,4768,0
2517520,5822380,6560,40,40,40,0.0745,51,0,0.0001,131.5968,0
2517560,5822260,6440,40,40,40,0.0745,51,0,0.0024,4768,0
2517560,5822260,6480,40,40,40,0.0745,51,0,0.0009,4768,0
2517560,5822260,6520,40,40,40,0.0745,51,0,0.0008,4768,0
2517560,5822300,6440,40,40,40,0.0745,51,0,0.0001,4768,0
2517560,5822300,6480,40,40,40,0.0745,51,0,0.0001,4768,0
2517560,5822300,6520,40,40,40,0.0745,51,0,0.0001,4768,0
2517560,5822340,6440,40,40,40,0.0745,51,0,0.0002,4768,0
2517560,5822340,6480,40,40,40,0.0745,51,0,0.0001,4768,0
2517560,5822340,6520,40,40,40,0.0745,51,0,0.0002,4768,0
2517560,5822340,6560,40,40,40,0.0745,51,0,0.0001,8.1056,0
2517560,5822380,6440,40,40,40,0.0745,51,0,0.0003,4768,0
2517560,5822380,6480,40,40,40,0.0745,51,0,0.0001,4768,0
2517560,5822380,6520,40,40,40,0.0745,51,0,0.0003,4768,0
2517560,5822380,6560,40,40,40,0.0745,51,0,0.0001,79.1488,0
2517600,5822260,6440,40,40,40,0.0745,51,0,0.0001,4768,0
2517600,5822260,6480,40,40,40,0.0745,51,0,0.0007,4768,0
2517600,5822260,6520,40,40,40,0.0745,51,0,0.0006,4768,0
2517600,5822260,6560,40,40,40,0.0745,51,0,0.0001,62.4608,0
2517600,5822300,6440,40,40,40,0.0745,51,0,0.0002,4768,0
2517600,5822300,6480,40,40,40,0.0745,51,0,0.0001,4768,0
2517600,5822300,6520,40,40,40,0.0745,51,0,0.0001,4768,0
2517600,5822300,6560,40,40,40,0.0745,51,0,0.0002,4.768,0
2517600,5822340,6440,40,40,40,0.0745,51,0,0.0003,4768,0
2517600,5822340,6480,40,40,40,0.0745,51,0,0.0001,4768,0
2517600,5822340,6520,40,40,40,0.0745,51,0,0.0001,4768,0
2517600,5822380,6440,40,40,40,0.0745,51,0,0.0002,4768,0
2517600,5822380,6480,40,40,40,0.0745,51,0,0.0001,4768,0
2517600,5822380,6520,40,40,40,0.0745,51,0,0.0002,4768,0
2517600,5822380,6560,40,40,40,0.0745,51,0,0.0002,9.536,0
2517480,5822420,6080,40,40,40,0.0769,44,100,0.0092,4921.6,31.695104
2517520,5822420,6080,40,40,40,0.0745,50,100,0.0302,4768,100.79552
2517560,5822420,6080,40,40,40,0.0745,50,100,0.0302,4768,100.79552
2517600,5822420,6080,40,40,40,0.0745,50,100,0.0209,4768,69.75584
2517600,5822460,6080,40,40,40,0.0769,44,100,0.0179,4921.6,61.667648
2517480,5822420,6120,40,40,40,0.0745,50,100,0.0263,4768,87.77888
2517480,5822420,6160,40,40,40,0.0745,50,100,0.0419,4768,139.84544
2517480,5822420,6200,40,40,40,0.0745,50,100,0.0406,4768,135.50656
2517480,5822420,6240,40,40,40,0.0745,50,100,0.0455,4768,151.8608
2517480,5822460,6120,40,40,40,0.0745,50,100,0.0111,4768,37.04736
2517480,5822460,6160,40,40,40,0.0745,50,100,0.0258,4768,86.11008
